s_no,station_name,state,district,address,latitude,longitude,owning_organisation
252,Hastinapuram,Telangana,Ranga Reddy,"Padmavathi Nagar, Laxmi Narashima Puram Colony, Hastinapuram, Hyderabad, Telangana 500079, India",17.3297613,78.5529136,Fortum Charge and Drive India Pvt Ltd
253,Pedda Amberpet,Telangana,Ranga Reddy,"Sy No 173 & 175 Pedda amberpet, Vijayawada road Hyderabad Telangana 501505 Hyderabad",17.3199661,78.6510037,Fortum Charge and Drive India Pvt Ltd
254,Bachupally,Telangana,Medchal Malkajgiri,"Bachupally X-road, Bachupally, Hyderabad. Telangana 500090 Hyderabad",17.5437118,78.3636503,Fortum Charge and Drive India Pvt Ltd
255,Katedhan,Telangana,Ranga Reddy,"Sri Rama Nagar, Katedan Industrial Area, Budvel, Hyderabd. Telangana 500052 Hyderabad",17.302966,78.4206927,Fortum Charge and Drive India Pvt Ltd
256,Thumkunta,Telangana,Medchal Malkajgiri,"Rajiv Rahadari Rd, Thumkunta,Secendrabad",17.5708,78.557808,Fortum Charge and Drive India Pvt Ltd
257,Nadargul,Telangana,Ranga Reddy,"Nadaergal,aadibatla ,Hyderabad. Telangana 501510 Hyderabad",17.266334,78.539374,Fortum Charge and Drive India Pvt Ltd
258,Ghatkesar,Telangana,Medchal Malkajgiri,NFC Nagar warangal highway Hyderabad.,17.455316,78.703452,Fortum Charge and Drive India Pvt Ltd
259,Chandrayangutta,Telangana,Ranga Reddy,"SH-5 pahadi Shareef Rd, Hyderabad. Telangana 5000005 Hyderabad",17.298016,78.477031,Fortum Charge and Drive India Pvt Ltd
260,Begumpet,Telangana,Hyderabad,"7-1-22/A, Begumpet Flyover, Leelanagar, Ameerpet, Hyderabad, Telangana 500016 Telangana",17.4369053,78.4570362,Fortum Charge and Drive India Pvt Ltd
261,Kukatpally,Telangana,Medchal Malkajgiri,"Mumbai Hwy, Balaji Nagar, Kukatpally, , Telangana 500072 Hyderabad",17.4858503,78.411178,Fortum Charge and Drive India Pvt Ltd
262,Kukatpally,Telangana,Medchal Malkajgiri,"Bhagya Nagar Colony, Kukatpally, Telangana 500072 Hyderabad",17.4935791,78.4015314,Fortum Charge and Drive India Pvt Ltd
263,Mettuguda,Telangana,Hyderabad,"Near St.Anthony Shrine, Krishna Deva Raya Rd, Lallaguda Railway Colony, Lalaguda, Telangana 500017 Hyderabad",17.4360664,78.5191637,Fortum Charge and Drive India Pvt Ltd
264,Tarnaka,Telangana,Hyderabad,"Krishna Deva Raya Rd, Near NIN, Tarnaka Main Rd, Near Axis Bank, Telangana, 500007 Hyderabad",17.4284758,78.5277402,Fortum Charge and Drive India Pvt Ltd
265,Habsiguda,Telangana,Medchal Malkajgiri,"Near Ngri, Habsiguda Main Rd, Vasant Vihar, Habsiguda, Hyderabad-500007 , Telangana",17.4140836,78.547335,Fortum Charge and Drive India Pvt Ltd
266,Uppal,Telangana,Medchal Malkajgiri,"HMR Stadium, Hyderabad, Telangana , India Telangana 500039 Hyderabad",17.4080803,78.5538474,Fortum Charge and Drive India Pvt Ltd
267,Saroornagar,Telangana,Ranga Reddy,"8-116, NH 65, Narsimha Puri Colony, Huda Colony, Saroornagar, Telangana 500035 Hyderabad",17.361751,78.544145,Fortum Charge and Drive India Pvt Ltd
268,Moosapet,Telangana,Medchal Malkajgiri,"Moosapet Metro Station, Pragathi Nagar, Moosapet, Hyderabad, Telangana Telangana500072 Hyderabad",17.4724766,78.4255675,Fortum Charge and Drive India Pvt Ltd
269,Malakpet,Telangana,Hyderabad,"16-2-689/3, NH 65, Palton, Dayanand Nagar, New Malakpet, Telangana 500036 Hyderabad",17.3713182,78.5111171,Fortum Charge and Drive India Pvt Ltd
270,Uppal,Telangana,Medchal Malkajgiri,"Rto office, Inner ring Rd, Uppal Main Rd, Opp, Uppal, Hyderabad Telengana 500039 Hyderabad",17.3907415,78.558545,Fortum Charge and Drive India Pvt Ltd
271,Jubilee Hills,Telangana,Ranga Reddy,"Plot no 735 Rd no 37&38 Left lane after Chroma,CBI colony jubli Hills, Hyderabad. Telangana500033 Hyderabad",17.435968,78.40003,Fortum Charge and Drive India Pvt Ltd
272,Yousufguda,Telangana,Hyderabad,"A-91, Krishna Nagar Main Rd, Lakshmi Narasimha Nagar, Krishna Nagar, Yousufguda, Hyderabad. Telangana 500045",17.4352197,78.4275654,Fortum Charge and Drive India Pvt Ltd
273,IDA Uppal,Telangana,Medchal Malkajgiri,"Mahindra Automotive Manufacturers Private Limited B- 3, IDA Uppal, District Ranga Reddy, Gaddi annaram,",17.3990313,78.5548739,Fortum Charge and Drive India Pvt Ltd
274,Langar Houz,Telangana,Hyderabad,"Mahindra Automotive Manufactures Pvt. Ltd. Attapur, Mehdipatnam Ring Road, Jyothi Nagar, Maruthi Nagar, Langar",17.3820226,78.4288877,Fortum Charge and Drive India Pvt Ltd
275,Jubilee Hills,Telangana,Hyderabad,"Plot no 1285/A, Road No.64, Near Jubilee Hills Check Post, Jubilee Hills, Hyderabad, Telangana Telangana 500033",17.4255923,78.4144583,Fortum Charge and Drive India Pvt Ltd
276,Hyder Nagar,Telangana,Medchal Malkajgiri,"170/2, Near Water Reservoir Office, Hyder Nagar, Hyderabad, Telangana , India Telangana 500090 Hyderabad",17.4980855,78.377676,Fortum Charge and Drive India Pvt Ltd
277,Banjara Hills,Telangana,Hyderabad,"8-2-120/86/10,10A,11B,11C and 11D, Opp: Hotel Park Hyatt, Road Number 2, Banjara Hills, Hyderabad, Telangana 500033",17.4239237,78.4303283,Fortum Charge and Drive India Pvt Ltd
278,Hafeezpet,Telangana,Ranga Reddy,"Nadigada Tanda, Hafeezpet, Miyapur, Telangana 500049",17.4972001,78.3758091,Fortum Charge and Drive India Pvt Ltd
279,Nacharam,Telangana,Medchal Malkajgiri,"1/2B, IDA, Industrial Development Area, Nacharam, Secunderabad, TelanganaTelangana500051Hyder",17.441157,78.565129,Fortum Charge and Drive India Pvt Ltd
280,Rudraram,Telangana,Sangareddy,Nh-9 Rudraram Hyderabad. Telangana 502329 HyderabadTelangana502329Hyder abad,17.568126,78.159986,Fortum Charge and Drive India Pvt Ltd
281,IOC Raj Bhavan,Telangana,Hyderabad,"IOC Raj Bhavan Road Gold Strike LLP (IOC Petrol Pump), 6-3- 927/C&D, Opp Katriya Hotel Entrance, Raj Bhavan Rd,",17.4233121,78.4589535,Fortum Charge and Drive India Pvt Ltd
282,IOC Begumpet,Telangana,Hyderabad,"IOC Begumpet CoCo Begumpet, Begumpet Rd, Old Patigadda, Prakash Nagar, Begumpet, Hyderabad, Telangana-500001",17.4382292,78.4572636,Fortum Charge and Drive India Pvt Ltd
283,AMPL Jubilee,Telangana,Hyderabad,"AMPL Jubilee Hills Plot no 1285/A, Road No.64, Near Jubilee Hills Check Post, Jubilee Hills, Hyderabad, Telangana- 500033",17.4255923,78.4144583,Fortum Charge and Drive India Pvt Ltd
284,HMR Begumpet,Telangana,Hyderabad,"HMR Begumpet HMR Begumpet Station, 7-1-22/A, Begumpet Flyover, Leelanagar, Ameerpet, Hyderabad, Telangana-500016",17.4382292,78.4572636,Fortum Charge and Drive India Pvt Ltd
285,HMR Kukatpally,Telangana,Medchal Malkajgiri,"HMR Kukatpally HMR Kukatpally Metro Station, Mumbai Hwy, Balaji Nagar, Kukatpally, Hyderabad, Telangana",17.4858503,78.411178,Fortum Charge and Drive India Pvt Ltd
286,HMR Stadium,Telangana,Medchal Malkajgiri,"HMR Stadium HMR Stadium Station,18-54/11, Inner Ring Rd, Prashanth Nagar, Uppal, Hyderabad, Telangana-500039",17.4080803,78.5538474,Fortum Charge and Drive India Pvt Ltd
287,HMR Tarnaka,Telangana,Hyderabad,"HMR Tarnaka HMR Tarnaka Metro Station, Krishna Deva Raya Rd, Near NIN, Tarnaka Main Rd, Near Axis Bank,",17.4284758,78.5277402,Fortum Charge and Drive India Pvt Ltd
288,HMR Mettuguda,Telangana,Hyderabad,"HMR Mettuguda HMR Mettuguda Metro Station,Near St.Anthony Shrine, Krishna Deva Raya Rd, Lallaguda Railway",17.4360664,78.5191637,Fortum Charge and Drive India Pvt Ltd
289,HMR NGRI Near,Telangana,Medchal Malkajgiri,"HMR NGRI Near NGRI, Habsiguda Main Rd, Vasant Vihar, Habsiguda, Hyderabad, Telangana-500007",17.4140836,78.547335,Fortum Charge and Drive India Pvt Ltd
290,HMR KPHB,Telangana,Medchal Malkajgiri,"HMR KPHB KPHB Metro Station, Bhagya Nagar Colony, Kukatpally, Hyderabad, Telangana- 500072",17.4935791,78.4015314,Fortum Charge and Drive India Pvt Ltd
291,IOC Goshamahal,Telangana,Hyderabad,"IOC Goshamahal IOCL Goshamahal,10-C, Malakunta Road, Near Police Stadium, Chandhanwadi Colony,",17.3777152,78.4711468,Fortum Charge and Drive India Pvt Ltd
292,IOC Kompally,Telangana,Medchal Malkajgiri,"IOC Kompally IOCL CoCo Kompally, NH 44, Ruby Block, Kompally, Secunderabad, Telangana-500100",17.5369181,78.4893698,Fortum Charge and Drive India Pvt Ltd
293,IOC Madinaguda,Telangana,Ranga Reddy,"IOC Madinaguda IOCL Miyapur, Survey No. 98, Miyapur Main Rd, Madinaguda, Hafeezpet, Hyderabad, Telangana-500050",17.4948517,78.3364677,Fortum Charge and Drive India Pvt Ltd
294,IOC Hitech City,Telangana,Ranga Reddy,"IOC Hitech City IOC Hi-Tech City Siddhivinayak Nagar, KPHB- HitechCity Road, Madhapur,Hyderabad, Telengana-",17.4592521,78.3852186,Fortum Charge and Drive India Pvt Ltd
295,IOC Khushaiguda,Telangana,Medchal Malkajgiri,"IOC Khushaiguda IOC Khushaiguda Sai Siva Nagar, SV Nagar, Nagaram, Secunderabad, Hyderabad,Telangna-500083",17.4835592,78.5966763,Fortum Charge and Drive India Pvt Ltd
296,IOC Vidyanagar,Telangana,Hyderabad,"IOC Vidyanagar IOC Vidyanagar 1-9-1122/A, OPP DURGA BAI DESHMUKH HOSPITAL, Osmania University Rd, Vidya",17.4021682,78.5091411,Fortum Charge and Drive India Pvt Ltd
297,IOC Moula Ali,Telangana,Medchal Malkajgiri,"IOC Moula Ali IOC Moula Ali, 42-720 MJColony,Moula Ali,Secunderabad,Hyderabad,Tela ngana-500040",17.4661283,78.5624428,Fortum Charge and Drive India Pvt Ltd
298,IOC Champapet,Telangana,Ranga Reddy,"IOC Champapet IOC Champapet, Champapet Rd,Raji Reddy Nagar,New Santoshnagar, Champapet, Hyderabad,",17.3489405,78.5139763,Fortum Charge and Drive India Pvt Ltd
299,IOC Vanasthalipuram,Telangana,Ranga Reddy,"IOC Vanasthalipuram IOC Vanasthalipuram, Padmavati Nagar,Laxmi Narshima Puram Colony, Hastinapuram,",17.3297613,78.5529136,Fortum Charge and Drive India Pvt Ltd
300,IOC Peddamberpet,Telangana,Ranga Reddy,"IOC Peddamberpet IOC Pedda Amberpet, Sy No 173 & 175 Pedda amberpet, Vijayawada Road,Hyderabad, Telengana-",17.3199661,78.6510037,Fortum Charge and Drive India Pvt Ltd
301,IOC Budvel,Telangana,Ranga Reddy,"IOC Budvel IOC Budvel, Sri Rama Nagar, Katedan Industrial Area, Budvel, Hyderabd,Telangana-",17.3029661,78.4206927,Fortum Charge and Drive India Pvt Ltd
302,IOC Bachupally,Telangana,Medchal Malkajgiri,"IOC Bachupally IOC Bachupally, Bachupally X-road, Bachupally, Hyderabad,Telangana-500090",17.5437118,78.3636503,Fortum Charge and Drive India Pvt Ltd
303,HMR Madhapur,Telangana,Ranga Reddy,"HMR Madhapur HMR Madhapur,Plot no 735 Rd no 37&38 Left lane after Chroma,CBI colony jubli Hills,",17.4360958,78.4000504,Fortum Charge and Drive India Pvt Ltd
304,HMR Yousufguda,Telangana,Hyderabad,"HMR Yousufguda HMR Yousufguda, A-91 Krishna angar Main Rd , Lakshi narsimha nagar,Krisha",17.4352197,78.4275654,Fortum Charge and Drive India Pvt Ltd
305,IOC Immamguda,Telangana,Ranga Reddy,"IOC Immamguda IOC Immamguda,SH-5,Srisailum Road,Maheshwaram Hyderabad,Telangana-501359",17.1864608,78.4738788,Fortum Charge and Drive India Pvt Ltd
306,IOC Pahadi Shareef,Telangana,Ranga Reddy,"IOC Pahadi Shareef IOC Pahadi Shareef, SH-5 pahadi Shareef Rd,Hyderabad,Telangana-500005",17.298016,78.477031,Fortum Charge and Drive India Pvt Ltd
307,IOC Nadergul,Telangana,Ranga Reddy,"IOC Nadergul IOC Nadergul,Nadaergal,aadibatla,Hyd erabad,Telengana-501510",17.266334,78.539374,Fortum Charge and Drive India Pvt Ltd
308,IOC Shameerpet,Telangana,Medchal Malkajgiri,"IOC Shameerpet IOC Sahmeerpet,Rajiv Rahadari Rd,Thumkunta,Secendrabad,Telan gana-500078",17.5708,78.557808,Fortum Charge and Drive India Pvt Ltd
309,IOC Narketpally,Telangana,Nalgonda,"IOC Narketpally IOC Sri Venkateshawara Trading Co, Chintal,Narketpally, Nalgonda(D),Telangana-508254",17.208348,79.177221,Fortum Charge and Drive India Pvt Ltd
310,IOC Pamangundla,Telangana,Nalgonda,"IOC Pamangundla IOC RP Filling Station, Pamangundla Pamangundla,Kattangur Nalgonda(D),Telangana-508205",17.179663,79.25894,Fortum Charge and Drive India Pvt Ltd
311,IOC Laxmi Sai Suryapet,Telangana,Suryapet,"IOC Laxmi sai Suryapet IOC Sri Laxmi Sai FS, Near Eenadu Office,Suryapet,Telangana-508213",17.128326,79.637229,Fortum Charge and Drive India Pvt Ltd
312,IOC Nacharam,Telangana,Medchal Malkajgiri,"IOC Nacharam IOC Nacharam Filling Station,1/2B, IDA, Industrial Development Area, Nacharam,Secunderabad,",17.441151,78.565129,Fortum Charge and Drive India Pvt Ltd
313,HMR Miyapur,Telangana,Ranga Reddy,"HMR Miyapur HMR Miyapur,Nadigada Tanda,Hafeezpet,Miyapur,Hydera bad,Telangana-500049",17.4972001,78.3758091,Fortum Charge and Drive India Pvt Ltd
314,HMR Nagole,Telangana,Medchal Malkajgiri,"HMR Nagole HMR Nagole RTO office, Inner ring Rd, Uppal Main Rd, Opp, Uppal, Hyderabad,Telengana-500039",17.3907415,78.558545,Fortum Charge and Drive India Pvt Ltd
315,IOC Kodad,Telangana,Suryapet,"IOC Kodad IOC Kodad,Dorakunta Villege,Kodad- 508206",16.982319,80.003576,Fortum Charge and Drive India Pvt Ltd
316,IOC Pillalamarry,Telangana,Suryapet,"IOC Pillalamarry IOC Raj Rajeshwari,NH-9 Pillamarry,Telangana-508204",17.145631,79.589817,Fortum Charge and Drive India Pvt Ltd
317,IOC Sai Baba Suryapet,Telangana,Suryapet,"IOC Sai Baba Suryapet IOC Sai Baba,Bypass Road Suryapet,Telangana-508213",17.151711,79.60734,Fortum Charge and Drive India Pvt Ltd
318,Chennai Silks,Telangana,Medchal Malkajgiri,"Chennai Silks Chennai Silks,NH- 65,, 11-6-72/B, Mumbai Hwy, Medchal, Hyderabad, Telangana 500018",17.475855,78.423231,Fortum Charge and Drive India Pvt Ltd
319,MG Hyderabad,Telangana,Hyderabad,"MG Hyderabad Jubilee Hills MG Banjara Hills Road Number 12, Opposite Traffic Police Station,Banjara Hills, Hyderabad,",17.4239237,78.4303283,Fortum Charge and Drive India Pvt Ltd
320,HMR Moosarambagh,Telangana,Hyderabad,"HMR Moosarambagh 16-2-689/3, NH 65, Palton, Dayanand Nagar, New Malakpet, Telangana",17.3713182,78.5111171,Fortum Charge and Drive India Pvt Ltd
321,HPCL Aaddakal,Telangana,Mahabubnagar,"HPCL Aaddakal Sy No 27 A & Sy No 27 AA katavaram Village, Addakkal ,Mahabubnagar Telangana 509382 Telanagana",16.525282,77.94011,Fortum Charge and Drive India Pvt Ltd
322,Green Drive,Telangana,Ranga Reddy,"Green Drive Motors Diamond Hills Plot No 299 Behind Car launch Opp Care Hospital, Hyderabad Telangana 500081",17.4346097,78.3696467,Fortum Charge and Drive India Pvt Ltd
323,Green Drive Gachibowli-1,Telangana,Ranga Reddy,"Green Drive Gachibowli-1 90, Diamond Hills, Lumbini Avenue, Gachibowli, Hyderabad, Telangana 500081",17.4323889,78.3731944,Fortum Charge and Drive India Pvt Ltd
324,Green Drive Kondapur,Telangana,Ranga Reddy,"Green Drive Kondapur Hanuman Nagar, Raghavendra Colony, Kondapur, Telangana 500084",17.465763,78.367065,Fortum Charge and Drive India Pvt Ltd
325,"Tejaswi Motors, Madhapur",Telangana,Ranga Reddy,"Plot No. 4/14, Opp. Cyber Towers, KPHB Road, Madhapur, Hyderabad, Telangana - 500081",17.45345,78.38334,TATA POWER COMPANY PVT LD
326,"Venkataramana Motors, ECIL",Telangana,Medchal Malkajgiri,"Plot No 11, Victory Plaza, ECIL X Roads, Hyderabad, Telangana - 500062",17.48081,78.57715,TATA POWER COMPANY PVT LD
327,"Select Cars, Sanath Nagar",Telangana,Medchal Malkajgiri,"B-51, APIIC Rd, IDA Kukatpally, Sanath Nagar, Hyderabad, Telangana 500018",17.45608,78.44656,TATA POWER COMPANY PVT LD
328,"Westside, Somajiguda",Telangana,Hyderabad,"PLOT NO.6-3, Kmc Retail Mall, CIRCLE, 1112, near KIRTILAL JEWELLERS, Somajiguda, Hyderabad, Telangana 500082",17.4226,78.46136,TATA POWER COMPANY PVT LD
329,"Select Cars, Alkapuri",Telangana,Medchal Malkajgiri,"ALKAPURI X ROADS, Nagole, Hyderabad, Telangana 500068",17.3649,78.55747,TATA POWER COMPANY PVT LD
330,"Venkataramana Motors, Gachibowli",Telangana,Ranga Reddy,"H.No :1-26/1/42, Gachibowli, , Hyderabad, Telangana - 500081",17.44254,78.36302,TATA POWER COMPANY PVT LD
331,Tejaswi Motors - Madhapur,Telangana,Ranga Reddy,"Plot No. 4/14, Opp. Cyber Towers, KPHB Road, Madhapur, Hyderabad, Telangana - 500081",17.45345,78.38334,TATA POWER COMPANY PVT LD
332,"Croma - Jubilee Hills, Hyderabad",Telangana,Ranga Reddy,"Plot No. 4/14, Opp. Cyber Towers, KPHB Road, Madhapur, Hyderabad, Telangana - 500081",17.43588,78.40101,TATA POWER COMPANY PVT LD
333,"Croma, Attapur",Telangana,Ranga Reddy,"Sirimalle Square Plot Nos. 8, 9, 10 Survey No. 523/B, Pillar No. 160 Attapur, Rajendranagar mandal, Hyderabad, Telangana 500048.",17.359176,78.426285,TATA POWER COMPANY PVT LD
334,"Croma, Kompally",Telangana,Medchal Malkajgiri,"Ratna Arcade, Ground Floor Survey No. 128 National Highway 44, Beside, Sree Vensai Towers, Ruby Block, Kompally,",17.531882,78.485644,TATA POWER COMPANY PVT LD
335,"Croma, L.B. Nagar",Telangana,Ranga Reddy,"CROMA, Ground Floor,D.V.Cascade,Plot 59A,59/B,59/C,59/D In Survey 9/9,Saroornagar",17.352657,78.546636,TATA POWER COMPANY PVT LD
336,"Croma, Ramanthapur",Telangana,Medchal Malkajgiri,"Croma, Unit No. 2 & 3, Ground Floor, Plot Survey No. 46, Pragathi Nagar, Ramanthapur Main Road, Ramanthapur,",17.499345,78.541866,TATA POWER COMPANY PVT LD
337,"Sarath City Capital Mall, Whitefields",Telangana,Ranga Reddy,"Sarath City Capital Mall, Whitefields, Gachibowli-Miyapur Road, Hyderbad 500084",17.457774,78.36396,TATA POWER COMPANY PVT LD
338,"Vivera Hotels & Resorts, Loc 1, Narketpally",Telangana,Nalgonda,"NH 65, Narketpally, Telangana - 508254",17.212796,79.166746,TATA POWER COMPANY PVT LD
339,"Vivera Hotels & Resorts, Bhuvanagiri",Telangana,Yadadri Bhuvanagiri,"NH 163, Ragari, near IT College, Bhuvanagiri, Telangana 508116",17.522471,78.924306,TATA POWER COMPANY PVT LD
340,"7 Food Court, NH 65 - Rayangudem",Telangana,Suryapet,"NH - 65, Rayangudem Village Suryapet Mandal, Suryapet, Telangana 508213",17.150628,79.577475,TATA POWER COMPANY PVT LD
341,"Highway Hospitality, Rajugari Thota",Telangana,Suryapet,"NH 65, Rayangudem Village, Suryapet, Telangana-508213",17.1525348,79.5699188,TATA POWER COMPANY PVT LD
342,"Select Cars, SVP Road",Telangana,Hanumakonda,"No. 15 - 1 - 315 Shri Vishnu Priya Complex SVP Road (NH163) Beside Rama Krishna Theatre, Telangana 506007",17.999273,79.585443,TATA POWER COMPANY PVT LD
343,"Hotel Vididhi, Kothagudam",Telangana,Nalgonda,"Survey No. 173/2, 174/6, State Highway 2 NAM Expressway, Miryalaguda Highway Near Madugulapally Toll Plaza",16.991031,79.44047,TATA POWER COMPANY PVT LD
344,"Select Cars, Hyderabad Rd - Kothirampur",Telangana,Karimnagar,"No 8-6-396, Hyderabad Rd, Kothirampur, Karimnagar, Telangana 505001",18.417928,79.13639,TATA POWER COMPANY PVT LD
345,"Orange Auto, Erragadda",Telangana,Medchal Malkajgiri,"8-3-165, Beside Gokul Theatre, Erragadda, Hyderabad – 500018",17.454398,78.434575,TATA POWER COMPANY PVT LD
346,"Orange Auto, Karkhana",Telangana,Hyderabad,"Plot No 54, Gayatri Westend Kakaguda, Karkhana, Secunderabad - 500015",17.45848,78.5,TATA POWER COMPANY PVT LD
347,"Orange Auto, Hafeezpet",Telangana,Ranga Reddy,"16ABC, Mini Industrial estate, Hafeezpet, Hyderabad, Telangana 500049",17.490308,78.354536,TATA POWER COMPANY PVT LD
348,"Fairfield by Marriott,Gachibowli",Telangana,Ranga Reddy,"Road No. 2, Financial District, Gachibowli, Hyderabad, Telangana - 500032",17.423858,78.347334,TATA POWER COMPANY PVT LD
349,"Malik Cars, Old Bowenpally",Telangana,Hyderabad,"Adj Service Road Sri Sai Enclave, Old Bowenpally, Secunderabad, Telangana 500011",17.478362,78.4737723,TATA POWER COMPANY PVT LD
350,"Anutex Shopping Mall(C1), Dr. AS Rao Nagar, Hyd",Telangana,Medchal Malkajgiri,"Dr. AS Rao Nagar Rd, Rukminipuri Colony, Kapra, Secunderabad, Telangana 500062, India",17.48131,78.555473,Joule Point pvt Ltd
351,"Sri Rama Anuja jiva ashramam, HYD",Telangana,Ranga Reddy,"Sri Ramanagaram JIVA Campus Shamshabad, Hyderabad, Telangana",17.187141,78.331826,Joule Point pvt Ltd
352,Hotel Highway 9 Grand C2,Telangana,Yadadri Bhuvanagiri,"HOTEL HIGHWAY 9 GRAND, Lingojigudem, Choutuppal, Nalgonda - 508252",17.245514,78.921059,Joule Point pvt Ltd
353,"The Central Court Hotel(C1), Hyderabad",Telangana,Hyderabad,"6-1-71, Lakdikapul Rd, beside HDFC Bank, Saifabad, Khairtabad, Hyderabad, Telangana 500004",17.40439,78.465034,Joule Point pvt Ltd
354,"Bhongir Railway Station, Telangana",Telangana,Yadadri Bhuvanagiri,"Bhongir Railway Station, Mothkur - Bhuvanagiri Rd, Sanjeeva Nagar, Bhongir, Telangana 508116",17.523887,78.898043,Joule Point pvt Ltd
355,"Hotel Highway 9 Grand(C1), Choutuppal",Telangana,Yadadri Bhuvanagiri,"HOTEL HIGHWAY 9 GRAND, Lingojigudem, Choutuppal, Nalgonda - 508252",17.2459972,78.9213881,Joule Point pvt Ltd
356,"Oakwood Residence(C2), Hyderabad",Telangana,Ranga Reddy,"Oakwood Residence Kapil Hyderabad, Survey no.115/1, Nanakramguda, Financial District, Gachibowli,500032, Hyd",17.42160299,78.338903,Joule Point pvt Ltd
357,"Raghuveer Pandith, Shamshabad, Telangana",Telangana,Ranga Reddy,"23-178/5/1/1, Road No 9, Madhunagar Colony, Shamshabad, Telangana, 501218",17.260179,78.3832378,Joule Point pvt Ltd
358,"Anutex Shopping Mall(C2), Dr. AS Rao Nagar",Telangana,Medchal Malkajgiri,"Dr. AS Rao Nagar Rd, Kapra, Secunderabad, Telangana 500062, India",17.4813449,78.555532,Joule Point pvt Ltd
359,"Hotel Highway 9 Grand (C2),Choutuppal",Telangana,Yadadri Bhuvanagiri,"HOTEL HIGHWAY 9 GRAND, Lingojigudem, Choutuppal, Nalgonda - 508252",17.245514,78.921059,Joule Point pvt Ltd
360,"Hotel Highway 9 Grand (C3),Choutuppal",Telangana,Yadadri Bhuvanagiri,"HOTEL HIGHWAY 9 GRAND, Choutuppal, Hyderabad - Vijayawada Hwy, Telangana 508252, India",17.245691,78.921473,Joule Point pvt Ltd
361,"Krishna Nagar, LB Nagar",Telangana,Ranga Reddy,"Krishna Nagar, LB Nagar, Hyderabad, 500074",17.350581,78.542938,Joule Point pvt Ltd
362,"Muthyalamma temple, nagarjuna sagar",Telangana,Nalgonda,"NH565, Nagarjuna Sagar, Telangana 508202",16.62908619,79.29116216,Joule Point pvt Ltd
363,"Janapriya colony(C1), LB Nagar",Telangana,Ranga Reddy,"Janapriya colony, LB Nagar, Hyderabad, 500074",17.350558,78.543247,Joule Point pvt Ltd
364,"Hotel Green Park(C1), Hyderabad",Telangana,Hyderabad,"Greenpark Hotel, Begumpet Rd, Leelanagar, Begumpet, Hyderabad, Telangana 500016",17.43586009,78.45419995,Joule Point pvt Ltd
365,"Hotel Green Park(C2), Hyderabad",Telangana,Hyderabad,"Greenpark Hotel, Begumpet Rd, Leelanagar, Begumpet, Hyderabad, Telangana 500016",17.43586009,78.45419995,Joule Point pvt Ltd
366,"Hotel Mercure (C2), Hyderabad",Telangana,Hyderabad,"Mercure Hyderabad Kcp, Irram Manzil Colony, Punjagutta, Hyderabad, Telangana 500082",17.41764668,78.45647413,Joule Point pvt Ltd
367,"Oakwood Residence Kapil(C1),Gachibowli, Hyderabad",Telangana,Ranga Reddy,"Oakwood Residence Kapil Hyderabad Survey no.115/1, Nanakramguda Financial District Gachibowli,500032, Hyd",17.42182648,78.33864201,Joule Point pvt Ltd
368,"Sri Ramanuja Jiva Ashram(C1),Muchintal Road, Shamshabad",Telangana,Ranga Reddy,"Sri Ramanagaram JIVA Campus, Muchintal Road, Palmakol P.O., Shamshabad, Hyderabad",17.18714199,78.3296385,Joule Point pvt Ltd
369,"Oakwood Residence(C3), Hyderabad",Telangana,Ranga Reddy,"Oakwood Residence Kapil Hyderabad Survey no.115/1, Nanakramguda Financial District Gachibowli, 500032, Hyd",17.42160299,78.338903,Joule Point pvt Ltd
370,"Hi tech city railway station, Izzathnagar",Telangana,Medchal Malkajgiri,"Hi tech Railway station, Izzathnagar, Hyderabad, Telangana 500084",17.47026379,78.38461775,Joule Point pvt Ltd
371,"TSIRD, Rajendra Nagar, Hyderabad",Telangana,Ranga Reddy,"TSIRD RAJENDRA NAGAR, Hyderabad Telangana, 500030",17.31733469,78.4027753,Joule Point pvt Ltd
372,"Oakwood Residence(C4), Hyderabad",Telangana,Ranga Reddy,"Oakwood Residence Kapil Hyderabad Survey no.115/1, Nanakramguda Financial District Gachibowli,500032",17.42160299,78.338903,Joule Point pvt Ltd
373,"Anutex Shopping mall, Kothapet, Hyderabad",Telangana,Ranga Reddy,"Lingala Babaiah Goud Tower, D.No:11-8-99, Narasimhapuri Colony, Kothapet, Hyderabad, Telangana 500035",17.36357625,78.5430944,Joule Point pvt Ltd
374,"TGREDCO(C1), Hyderabad",Telangana,Hyderabad,"TGREDCO, D.No. 6-2-910, Visvesvaraya Bhavan, The Institution of Engineers Building, Khairatabad, Hyderabad - 500004.",17.4123484,78.4598923,Joule Point pvt Ltd
375,"Hyderabad Central Mall(C1), Punjagutta",Telangana,Hyderabad,"Hyderabad Central, Punjagutta, NO.6-3-673,674/1, G.S CENTER POINT PUNJAGUTTA CROSS, ROAD, Hyderabad, Telangana -",17.4267784,78.4530533,Joule Point pvt Ltd
376,"Suprabha Hotel(C2), Warangal",Telangana,Hanumakonda,"Nakkalagutta, Hanamkonda , Warangal, Telangana- 506002",17.9999103,79.55617614,Joule Point pvt Ltd
377,"Suprabha Hotel(C1), Warangal",Telangana,Hanumakonda,"Nakkalagutta, Hanamkonda , Warangal , Telangana pin code 506002",17.9999103,79.55617614,Joule Point pvt Ltd
